school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,19,U,GT3,A,4,1,teacher,health,home,other,2,2,1,yes,no,no,no,yes,no,no,no,4,5,5,4,5,5,8,13,16,18
MS,M,21,R,LE3,A,3,0,at_home,services,other,father,2,2,1,no,yes,no,no,no,yes,yes,yes,1,3,2,4,2,1,14,4,5,4
GP,M,17,R,LE3,T,2,1,health,health,other,other,3,2,3,no,no,no,yes,yes,yes,no,yes,3,1,1,3,4,3,28,14,14,13
GP,M,21,U,GT3,A,0,2,services,at_home,reputation,father,2,2,4,yes,yes,no,no,yes,no,yes,no,1,4,1,4,4,4,10,17,15,14
MS,M,21,R,GT3,A,4,0,services,services,course,mother,2,1,1,no,yes,no,no,no,yes,no,no,2,1,4,1,4,1,8,13,11,8
MS,M,18,R,GT3,T,3,1,other,at_home,reputation,father,1,4,2,yes,yes,no,no,yes,no,yes,yes,3,1,3,3,2,2,6,12,9,8
MS,M,22,R,LE3,T,4,4,teacher,health,reputation,father,3,4,1,yes,yes,no,yes,yes,yes,yes,yes,5,4,1,3,2,5,5,17,18,16
GP,M,20,U,GT3,A,1,4,services,other,home,other,2,2,4,yes,no,no,yes,no,no,yes,no,1,4,3,4,2,4,17,17,15,13
MS,F,21,R,GT3,A,2,0,other,teacher,home,father,4,1,2,no,no,no,yes,no,no,no,yes,3,5,3,5,3,3,17,17,17,15
MS,M,21,U,LE3,A,3,4,services,health,home,mother,3,3,3,yes,yes,yes,no,no,yes,yes,yes,3,3,4,5,2,4,14,13,13,16
GP,M,16,R,GT3,T,1,1,teacher,services,course,other,1,4,3,yes,no,yes,yes,yes,no,no,yes,1,3,2,4,5,2,10,6,9,7
GP,F,20,U,LE3,T,3,2,other,teacher,course,father,4,2,4,yes,yes,no,yes,yes,no,yes,no,4,3,1,5,4,4,12,16,17,17
GP,M,18,U,LE3,A,3,0,other,health,reputation,mother,3,2,4,yes,yes,no,yes,yes,no,yes,yes,2,5,5,2,2,2,15,12,13,14
GP,F,17,R,LE3,T,1,4,health,services,course,mother,2,3,0,no,yes,no,no,yes,yes,no,no,3,5,4,3,2,3,23,19,20,20
GP,M,19,U,LE3,T,3,4,services,teacher,course,father,4,2,1,yes,yes,yes,no,no,no,yes,no,5,4,4,1,1,1,27,14,16,16
GP,F,16,R,GT3,A,3,2,other,health,course,mother,4,2,3,yes,yes,yes,yes,no,yes,no,no,1,5,2,4,4,1,5,17,15,15
MS,M,18,R,GT3,A,0,3,services,teacher,home,mother,3,2,3,no,no,no,yes,no,yes,yes,yes,3,3,4,1,1,2,8,15,17,15
MS,M,20,U,GT3,A,0,3,services,teacher,other,mother,1,3,4,no,yes,no,yes,no,no,no,no,3,3,3,5,3,1,12,19,16,14
MS,M,18,R,LE3,A,0,4,teacher,at_home,other,other,3,4,0,yes,yes,no,no,yes,yes,no,yes,3,1,2,5,1,2,1,9,11,9
MS,F,19,U,GT3,T,1,4,teacher,health,course,father,2,3,2,no,yes,no,yes,yes,yes,no,yes,2,4,5,5,3,5,21,18,17,18
MS,F,22,U,GT3,T,0,1,at_home,at_home,other,other,2,2,4,yes,no,yes,yes,yes,no,yes,yes,3,4,1,2,4,5,22,5,4,1
MS,M,17,R,LE3,T,3,2,services,at_home,reputation,father,1,1,3,yes,no,yes,yes,yes,no,yes,yes,3,3,3,3,3,3,18,1,4,2
MS,M,19,U,GT3,A,4,0,at_home,at_home,course,other,1,3,4,no,yes,no,yes,yes,yes,no,no,4,2,1,5,2,1,26,14,13,11
MS,F,20,U,LE3,A,1,0,other,other,course,other,4,1,4,no,yes,no,yes,yes,no,yes,yes,1,4,3,1,5,5,4,3,5,5
MS,M,22,R,LE3,T,0,3,services,health,home,father,2,2,1,yes,no,yes,no,yes,yes,no,yes,5,2,1,4,3,4,10,2,0,1
MS,M,21,U,LE3,A,4,0,services,services,reputation,other,1,4,3,no,no,yes,yes,no,no,no,yes,2,5,4,5,2,1,12,3,1,0
GP,F,15,R,LE3,T,3,3,teacher,other,other,father,2,1,4,yes,no,yes,no,no,yes,no,no,4,1,1,3,4,2,25,5,4,6
GP,F,21,U,LE3,A,0,4,teacher,teacher,course,father,4,2,1,no,no,yes,no,no,no,no,yes,4,4,2,5,4,3,25,2,1,0
GP,F,17,R,GT3,T,4,2,other,health,reputation,mother,3,2,2,yes,yes,no,no,no,no,yes,no,2,1,5,4,4,4,17,8,9,6
GP,F,17,U,LE3,A,0,2,other,at_home,other,father,3,1,0,yes,yes,yes,no,no,no,yes,yes,2,5,2,2,5,3,3,17,17,19
MS,F,18,R,LE3,T,2,1,services,health,home,father,1,3,3,yes,yes,no,yes,yes,yes,yes,no,1,1,2,5,4,5,22,15,13,13
GP,F,19,R,GT3,A,3,4,at_home,services,reputation,father,4,4,2,no,no,yes,no,yes,no,no,yes,3,5,1,4,1,4,5,15,12,9
GP,M,21,R,GT3,T,0,1,teacher,health,reputation,mother,1,1,1,yes,no,yes,yes,yes,no,yes,no,2,5,2,4,3,1,30,12,9,7
MS,F,18,R,LE3,A,0,4,other,teacher,course,mother,2,1,0,yes,no,yes,no,yes,yes,yes,yes,3,5,3,3,1,3,11,10,8,6
GP,M,16,R,GT3,T,0,3,teacher,health,course,father,4,3,0,no,no,yes,no,yes,yes,yes,no,5,5,2,5,4,4,29,9,10,8
MS,F,16,R,GT3,A,0,3,health,health,reputation,other,4,3,0,no,no,yes,no,yes,no,yes,yes,2,1,2,4,5,4,29,17,15,18
GP,F,22,R,LE3,A,2,2,health,other,other,mother,1,2,3,no,no,yes,yes,yes,yes,no,no,1,2,4,5,3,1,25,14,16,17
GP,M,22,U,LE3,A,3,3,services,other,reputation,mother,3,2,4,yes,no,no,no,yes,no,yes,yes,5,2,3,4,4,1,30,9,9,10
GP,M,15,U,LE3,T,4,0,at_home,services,home,father,4,1,0,no,no,no,yes,yes,yes,yes,no,5,2,4,4,1,5,23,15,14,13
GP,F,19,U,LE3,T,2,4,at_home,teacher,reputation,father,4,4,1,no,yes,yes,yes,no,no,yes,yes,1,2,3,4,5,2,8,2,5,8
MS,M,15,U,LE3,T,0,1,services,other,course,other,1,2,0,yes,yes,yes,yes,no,no,no,yes,5,3,1,3,1,3,5,15,16,19
MS,M,20,U,GT3,T,3,1,services,other,course,mother,3,2,3,yes,no,no,yes,yes,no,no,yes,3,2,5,3,1,5,16,17,16,19
MS,F,20,U,LE3,T,2,4,health,services,home,other,1,4,2,no,yes,yes,yes,no,yes,no,no,5,5,1,2,1,1,29,13,16,19
MS,F,17,R,GT3,A,2,3,health,at_home,course,mother,4,2,0,yes,no,yes,no,no,no,yes,yes,2,4,2,4,5,4,21,15,16,18
MS,M,17,U,LE3,T,3,3,other,at_home,reputation,father,1,1,4,yes,yes,yes,no,yes,yes,yes,yes,3,4,4,2,1,1,29,13,15,17
MS,F,19,U,LE3,A,0,2,services,teacher,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,yes,1,5,2,5,4,1,11,11,9,9
GP,M,18,U,LE3,A,4,3,services,other,other,other,4,3,0,yes,no,no,yes,yes,yes,yes,no,1,5,1,3,4,1,28,8,8,7
GP,M,21,R,LE3,A,4,2,services,health,other,father,2,1,4,no,yes,no,yes,yes,no,no,yes,4,1,3,2,2,1,2,17,20,20
MS,M,18,U,GT3,T,4,2,health,health,other,mother,1,3,3,no,no,yes,yes,yes,yes,yes,no,3,5,4,4,1,4,6,4,4,1
MS,F,15,U,GT3,A,0,1,other,health,home,father,3,1,4,yes,no,no,yes,yes,yes,no,yes,3,2,2,3,3,1,7,4,7,6
GP,F,21,R,LE3,A,4,3,teacher,health,course,father,2,3,1,no,yes,no,no,no,no,yes,no,3,5,2,5,2,5,27,1,2,0
GP,M,15,U,GT3,A,4,3,health,services,other,father,1,1,0,no,no,yes,no,no,no,no,no,2,1,4,5,4,1,23,8,11,14
MS,F,17,R,LE3,T,1,3,at_home,services,home,mother,4,2,3,no,no,no,no,no,yes,no,yes,2,1,2,4,4,5,7,0,3,5
MS,M,20,U,LE3,A,1,1,at_home,services,course,father,2,2,1,yes,yes,yes,yes,yes,yes,yes,no,1,5,4,3,1,2,13,13,15,15
MS,F,16,U,GT3,T,0,0,other,health,home,mother,2,4,2,yes,yes,no,no,no,yes,no,yes,4,2,2,1,3,5,21,8,10,11
MS,F,15,R,LE3,A,2,0,health,at_home,course,father,1,4,2,yes,no,no,no,yes,no,yes,yes,5,4,1,4,2,5,25,9,7,9
MS,M,16,R,GT3,T,1,2,other,teacher,other,mother,3,3,2,no,yes,yes,no,yes,yes,no,no,1,1,1,1,2,3,28,2,0,0
MS,M,15,U,LE3,A,2,3,other,health,home,father,4,4,0,yes,no,no,yes,no,no,no,yes,4,4,3,3,2,1,26,10,12,9
GP,M,21,U,GT3,T,4,0,health,other,course,other,1,3,1,no,yes,no,no,yes,no,no,yes,5,2,2,3,4,2,2,20,19,18
GP,M,18,U,GT3,T,4,3,services,teacher,other,father,3,4,0,no,no,yes,yes,yes,no,no,no,5,2,5,1,4,2,2,13,14,12
GP,F,15,R,LE3,T,3,4,at_home,at_home,reputation,mother,1,4,3,no,yes,no,no,yes,yes,yes,no,3,2,2,5,5,3,24,6,4,4
GP,F,20,R,GT3,T,2,2,services,other,reputation,mother,4,3,1,no,no,yes,no,yes,yes,no,no,1,5,4,4,5,5,2,5,4,2
GP,F,18,R,LE3,T,2,0,services,teacher,other,other,4,4,1,yes,yes,no,yes,yes,no,yes,no,3,5,5,5,3,4,1,12,13,13
MS,M,16,R,LE3,A,3,1,services,at_home,course,father,2,1,3,no,yes,yes,yes,no,no,yes,no,1,5,2,3,1,1,23,19,20,20
MS,M,19,R,LE3,A,4,3,services,other,reputation,other,2,2,1,yes,yes,no,no,no,no,no,no,2,5,5,4,2,2,10,13,16,16
GP,F,21,U,LE3,A,2,3,other,at_home,other,mother,2,2,2,yes,yes,no,yes,no,no,no,yes,3,4,1,1,1,5,26,15,16,14
GP,M,22,R,GT3,T,4,0,at_home,at_home,home,other,4,2,1,yes,no,no,yes,no,yes,no,yes,1,2,1,1,2,4,3,7,9,9
GP,F,20,U,GT3,T,2,1,at_home,at_home,other,mother,3,2,0,yes,no,no,no,no,no,no,no,4,1,3,5,2,1,17,12,9,12
MS,M,20,R,LE3,T,0,3,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,no,yes,no,yes,yes,1,3,2,5,4,3,27,4,7,8
MS,F,22,U,GT3,A,2,3,at_home,at_home,other,other,1,2,2,no,no,yes,yes,no,no,yes,no,5,4,4,4,3,4,27,2,2,2
GP,M,18,U,GT3,T,2,1,other,health,course,mother,3,3,0,yes,no,no,yes,yes,yes,yes,yes,2,4,3,2,2,4,22,8,5,2
GP,M,21,U,LE3,T,4,0,teacher,teacher,reputation,mother,1,1,4,yes,no,no,no,no,no,yes,yes,2,1,4,5,5,3,7,0,1,2
GP,F,18,U,GT3,A,2,4,health,teacher,course,father,2,4,2,yes,no,yes,yes,no,no,no,no,3,5,3,3,3,2,14,7,10,8
MS,M,20,U,GT3,A,3,3,other,other,course,other,4,3,4,no,no,yes,no,no,yes,no,no,2,3,5,4,5,5,29,5,8,8
GP,F,16,R,GT3,A,2,4,at_home,services,reputation,mother,3,3,0,no,no,no,no,yes,no,no,yes,4,3,1,2,3,4,19,18,16,18
MS,M,19,R,GT3,A,1,4,health,at_home,reputation,mother,3,1,1,yes,no,yes,yes,yes,no,yes,yes,1,2,5,5,5,4,26,9,12,9
MS,F,19,R,GT3,T,2,0,teacher,at_home,other,mother,4,4,4,no,yes,no,yes,yes,yes,no,no,4,2,3,2,1,5,16,12,10,13
GP,F,22,U,GT3,A,0,4,other,services,reputation,father,4,2,2,yes,yes,yes,no,yes,no,no,yes,2,5,1,5,1,1,15,10,12,10
MS,M,17,U,LE3,A,4,2,at_home,health,other,mother,3,3,4,yes,no,yes,no,yes,no,yes,no,2,4,1,5,1,1,3,13,12,10
MS,M,20,R,LE3,A,3,4,at_home,at_home,course,other,3,3,1,yes,no,no,yes,no,no,yes,yes,3,4,3,1,1,3,19,15,17,15
MS,F,15,R,LE3,T,0,2,at_home,services,other,mother,3,3,1,no,yes,yes,yes,no,no,yes,yes,5,3,4,5,5,1,30,0,0,0
GP,F,21,U,LE3,T,0,3,teacher,health,reputation,other,2,1,0,no,yes,yes,yes,yes,no,no,yes,1,2,3,1,3,5,9,15,16,18
MS,M,20,R,GT3,A,1,1,at_home,teacher,course,father,1,1,3,no,yes,yes,no,yes,yes,no,no,4,3,4,3,2,3,21,10,13,10
MS,M,22,U,GT3,T,4,2,other,services,course,mother,2,2,0,no,no,no,no,no,no,no,yes,5,2,3,4,3,3,13,1,1,3
MS,F,18,U,GT3,A,2,4,at_home,teacher,other,mother,2,1,2,no,no,yes,yes,no,no,no,yes,5,1,3,1,2,5,1,2,1,0
GP,M,16,R,GT3,T,3,3,other,services,reputation,father,3,2,4,yes,yes,yes,yes,no,yes,yes,yes,5,3,4,4,5,3,17,11,8,11
MS,F,20,R,GT3,T,1,4,teacher,other,other,other,2,2,4,yes,no,no,yes,no,no,yes,no,1,3,3,1,2,3,26,5,2,2
GP,F,22,R,LE3,T,0,3,at_home,services,course,mother,4,2,3,yes,yes,no,yes,no,no,no,yes,5,2,1,5,1,5,11,20,17,19
MS,F,17,R,LE3,A,4,3,at_home,teacher,home,mother,3,1,3,yes,no,no,no,yes,yes,no,no,3,4,1,4,4,4,25,7,8,11
MS,M,17,U,GT3,T,4,0,services,services,other,father,1,2,3,yes,no,yes,yes,yes,yes,no,yes,2,3,4,5,2,5,22,19,17,15
MS,F,17,U,GT3,A,2,4,at_home,services,course,other,2,1,2,no,no,yes,yes,no,no,yes,yes,4,4,5,4,1,1,9,6,9,8
GP,M,18,R,GT3,A,0,2,teacher,other,reputation,other,2,4,3,no,no,yes,yes,no,no,yes,yes,4,5,4,4,4,3,19,2,4,1
MS,M,20,R,GT3,T,2,0,at_home,health,other,mother,2,2,3,yes,yes,yes,yes,yes,yes,no,yes,1,3,1,1,4,5,25,12,12,13
GP,F,17,U,GT3,A,2,1,health,other,other,other,1,4,3,no,yes,no,no,no,no,yes,no,4,5,5,3,4,3,26,1,0,2
MS,M,22,U,GT3,A,2,4,at_home,services,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,no,no,2,4,5,3,1,5,20,0,0,0
MS,F,15,R,LE3,T,0,2,health,services,course,mother,4,2,4,yes,no,yes,no,no,yes,yes,no,1,5,3,4,5,4,16,7,9,9
MS,M,17,U,GT3,T,4,3,other,other,course,mother,3,4,1,no,no,yes,yes,yes,yes,no,yes,4,5,3,1,1,3,23,18,15,17
MS,F,22,U,GT3,T,2,3,teacher,at_home,reputation,father,4,2,1,no,yes,yes,yes,yes,no,no,no,5,2,1,4,1,2,17,7,9,11
GP,M,16,U,GT3,A,4,1,at_home,health,course,father,4,2,0,no,yes,no,yes,no,no,no,yes,3,3,2,4,4,3,5,11,8,8
GP,F,19,U,GT3,A,1,2,at_home,other,other,father,2,4,2,yes,yes,no,no,no,no,yes,no,5,1,2,4,3,2,23,13,13,16
MS,M,21,U,GT3,T,0,3,other,services,other,father,4,3,4,yes,no,yes,no,no,no,no,no,2,3,4,1,3,3,1,7,6,3
GP,M,20,U,GT3,T,1,1,at_home,at_home,home,mother,1,2,1,no,yes,yes,yes,yes,no,yes,no,4,3,1,2,4,4,11,17,14,12
MS,M,19,R,GT3,A,3,2,at_home,at_home,course,other,3,2,4,yes,yes,yes,no,no,no,no,yes,5,2,1,5,4,3,3,10,13,15
MS,M,16,U,GT3,A,0,4,health,at_home,reputation,mother,4,1,1,no,no,yes,no,yes,yes,yes,yes,1,1,4,3,5,5,10,12,11,9
MS,F,15,U,GT3,A,3,0,health,teacher,other,mother,4,3,4,no,yes,yes,no,no,no,yes,yes,5,3,2,1,2,2,12,20,19,20
GP,M,21,R,GT3,A,3,4,teacher,at_home,other,other,3,2,1,no,no,yes,yes,yes,yes,no,yes,3,1,2,1,2,5,0,5,2,4
GP,F,21,R,LE3,T,0,2,services,other,home,other,4,4,3,yes,no,yes,no,yes,yes,no,yes,2,4,1,2,4,5,24,12,9,9
GP,M,20,R,LE3,T,2,3,other,other,reputation,other,4,1,1,no,yes,no,no,no,no,no,yes,5,1,1,5,2,2,0,8,5,5
GP,F,19,R,LE3,T,4,1,teacher,services,home,father,1,1,0,no,no,yes,no,no,no,yes,yes,4,4,2,4,4,1,14,16,19,17
GP,F,20,R,LE3,T,4,1,services,services,home,father,1,3,1,yes,yes,no,yes,no,no,no,no,1,2,1,1,5,1,18,18,16,14
GP,M,15,U,GT3,T,1,3,health,teacher,reputation,other,4,2,2,no,no,yes,yes,yes,yes,no,yes,1,1,4,4,2,4,12,17,20,18
MS,M,21,R,LE3,T,2,3,other,health,course,other,2,1,3,no,yes,no,yes,no,yes,yes,no,5,3,4,5,5,2,12,5,2,0
MS,M,17,R,GT3,T,2,2,at_home,teacher,course,other,1,4,2,yes,no,yes,no,no,no,no,no,4,5,2,3,5,2,8,6,8,6
MS,F,19,U,LE3,T,4,1,other,health,other,father,2,2,0,yes,no,no,no,yes,yes,yes,no,4,3,5,5,2,1,23,12,12,12
GP,F,15,U,LE3,T,1,0,services,other,other,other,3,2,3,yes,no,no,no,yes,yes,no,no,2,2,4,3,3,4,29,2,2,3
MS,M,22,U,LE3,A,1,2,teacher,other,reputation,father,2,3,1,yes,no,no,no,no,yes,no,yes,4,3,1,3,4,2,22,2,0,0
GP,M,19,U,LE3,A,4,0,other,health,other,father,4,2,0,no,no,yes,no,no,yes,no,yes,2,2,2,1,4,3,14,11,9,10
MS,F,16,U,GT3,A,2,4,health,services,home,mother,4,2,4,no,no,yes,yes,no,yes,no,yes,2,3,2,1,2,2,0,15,16,18
MS,F,19,R,GT3,A,0,1,at_home,services,other,mother,1,3,3,yes,yes,no,no,yes,no,no,no,1,3,1,4,2,1,6,6,8,5
MS,F,20,U,LE3,A,3,0,other,teacher,reputation,father,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,2,2,4,4,2,1,25,16,17,15
MS,M,19,U,LE3,A,4,0,services,teacher,other,mother,1,1,0,yes,yes,yes,yes,yes,no,no,yes,2,3,4,2,5,3,14,19,20,17
GP,M,22,U,GT3,A,1,1,other,teacher,home,other,3,4,3,no,no,yes,yes,yes,yes,no,yes,5,5,3,5,4,3,26,2,4,3
GP,M,15,R,GT3,T,1,0,other,services,home,other,4,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,2,3,4,3,13,10,8,7
GP,F,16,U,LE3,A,4,4,health,teacher,course,father,4,4,3,no,yes,no,yes,no,yes,no,no,4,3,1,3,1,5,10,20,17,18
MS,M,20,U,LE3,A,0,2,health,at_home,course,father,2,1,2,yes,yes,yes,no,yes,yes,yes,no,5,5,5,2,4,2,22,4,7,10
GP,M,19,U,LE3,T,1,1,health,health,other,mother,4,3,2,no,yes,yes,yes,yes,no,no,no,2,1,2,3,4,2,14,15,14,13
MS,F,15,R,LE3,T,3,3,at_home,health,home,father,2,1,2,yes,no,yes,no,yes,no,yes,yes,4,4,1,2,5,4,17,14,16,17
MS,M,17,R,GT3,A,2,0,services,at_home,reputation,father,4,2,0,no,yes,no,yes,no,no,no,no,5,2,2,4,1,5,12,6,4,7
MS,M,20,U,LE3,T,2,4,at_home,at_home,course,mother,1,2,3,no,no,yes,yes,no,no,yes,yes,5,1,1,4,3,2,13,1,1,1
GP,F,19,U,LE3,A,0,1,at_home,at_home,reputation,other,3,1,4,no,yes,yes,no,yes,yes,no,no,3,3,3,3,4,2,11,6,7,10
GP,F,22,R,GT3,T,0,1,other,other,course,other,1,4,4,yes,no,yes,no,yes,yes,yes,yes,3,1,2,1,4,1,25,19,20,18
MS,F,18,U,GT3,T,3,0,services,health,other,father,2,2,3,yes,no,yes,no,yes,no,yes,yes,1,1,1,4,2,3,24,13,10,7
GP,M,21,U,LE3,T,3,0,services,other,home,other,3,2,0,yes,yes,no,yes,yes,no,yes,yes,1,5,4,1,2,4,15,1,0,0
GP,M,21,R,GT3,A,1,4,other,services,reputation,mother,2,4,3,no,no,no,yes,no,no,no,yes,1,4,3,4,2,1,25,9,9,12
GP,F,15,U,GT3,T,2,4,health,teacher,reputation,mother,3,4,3,yes,no,no,yes,yes,no,no,yes,3,3,2,2,1,1,16,6,7,9
GP,F,15,U,GT3,A,4,2,teacher,services,home,father,1,1,4,no,yes,yes,yes,no,yes,yes,no,5,2,4,3,2,2,11,6,6,5
GP,F,18,U,LE3,T,4,4,at_home,other,course,mother,3,1,2,yes,yes,no,yes,no,no,yes,no,1,2,1,5,3,1,17,1,2,4
MS,M,19,R,GT3,T,4,0,at_home,health,course,mother,4,3,2,yes,yes,yes,yes,yes,no,yes,no,1,5,3,4,1,1,26,3,6,8
GP,F,22,U,LE3,T,0,1,services,other,reputation,other,2,1,0,no,no,no,no,no,yes,no,yes,3,1,2,4,5,2,19,1,1,0
MS,M,18,R,LE3,A,4,2,health,services,reputation,mother,4,1,3,yes,no,no,no,yes,no,yes,yes,1,5,3,2,5,3,22,16,14,13
MS,F,22,U,GT3,A,1,1,services,at_home,course,other,3,4,1,no,no,yes,no,no,no,no,yes,2,5,2,1,4,3,25,14,13,15
GP,M,19,U,LE3,T,0,0,other,health,home,other,2,2,0,yes,no,no,yes,no,yes,no,yes,5,1,1,4,1,3,0,5,5,6
GP,F,20,U,GT3,T,1,4,health,other,course,mother,1,4,4,yes,yes,yes,no,no,no,yes,no,4,4,4,5,3,3,4,6,9,10
GP,M,21,U,GT3,A,1,0,services,other,course,father,3,2,0,no,no,yes,yes,no,yes,yes,yes,1,1,4,4,2,1,20,8,7,6
GP,M,17,U,LE3,A,0,1,teacher,at_home,course,mother,1,1,2,yes,yes,no,no,no,yes,no,no,5,2,2,5,4,5,26,8,5,7
GP,F,18,U,GT3,T,3,2,other,at_home,other,mother,2,3,2,yes,no,yes,yes,no,yes,no,no,4,1,5,2,1,2,26,12,11,11
GP,F,16,U,LE3,A,2,0,services,services,reputation,father,2,1,1,no,yes,no,no,yes,no,yes,yes,1,3,4,1,2,3,18,12,13,16
MS,M,19,U,LE3,A,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,1,2,5,3,1,12,13,15,12
GP,M,22,R,LE3,A,3,4,services,other,other,other,1,1,4,yes,no,no,yes,no,no,no,yes,2,4,2,2,5,4,27,5,3,1
MS,F,21,R,GT3,T,2,1,other,at_home,course,mother,4,1,2,no,no,no,yes,yes,no,yes,no,2,1,1,5,4,3,0,1,0,3
GP,F,22,U,LE3,A,1,2,at_home,other,reputation,mother,1,1,2,no,yes,yes,no,no,no,yes,yes,3,3,4,4,2,1,16,4,2,1
MS,M,15,R,LE3,A,0,2,at_home,other,home,mother,1,1,4,yes,no,yes,no,yes,no,no,no,4,4,5,4,1,3,23,20,20,20
GP,M,17,U,GT3,T,1,3,at_home,health,home,mother,4,2,2,yes,no,yes,yes,no,yes,no,no,1,5,2,1,4,1,0,3,1,2
GP,M,20,R,GT3,A,4,2,health,at_home,home,father,3,3,0,yes,no,yes,no,no,yes,yes,yes,3,5,5,5,1,2,29,14,15,12
GP,M,18,R,GT3,A,4,1,services,teacher,course,father,1,1,4,yes,no,no,no,no,yes,no,no,4,2,2,3,4,5,15,4,3,3
GP,F,19,R,LE3,T,3,2,services,other,home,mother,3,2,1,yes,yes,no,no,yes,yes,no,no,3,3,4,3,1,2,19,20,20,20
GP,M,22,U,LE3,A,3,3,teacher,teacher,course,father,1,2,2,yes,no,yes,yes,no,no,no,no,4,4,1,4,4,2,6,14,12,14
GP,M,19,U,LE3,T,3,2,at_home,services,other,father,2,1,1,yes,yes,yes,no,no,no,yes,no,2,2,5,2,4,4,21,2,5,6
GP,F,17,R,LE3,T,2,1,services,at_home,other,mother,2,4,1,no,yes,no,yes,yes,yes,no,no,5,3,4,1,1,5,20,10,12,13
MS,F,15,R,GT3,T,0,1,teacher,other,reputation,other,4,4,4,no,yes,no,no,yes,yes,no,no,1,2,1,5,5,5,15,12,9,8
MS,F,18,U,LE3,T,0,1,health,at_home,reputation,mother,1,2,4,no,no,yes,yes,no,yes,no,no,1,2,1,3,5,3,23,1,0,0
GP,M,19,U,LE3,A,0,0,at_home,teacher,home,other,4,4,0,yes,no,no,no,no,no,no,no,4,5,5,1,5,3,17,0,3,6
GP,F,18,R,LE3,T,2,2,health,at_home,home,mother,2,1,4,no,yes,no,no,no,no,no,no,3,2,5,4,3,2,22,10,13,11
GP,M,20,R,GT3,T,1,0,other,teacher,other,father,1,3,4,yes,no,no,no,yes,no,no,no,3,3,2,3,1,5,4,7,10,8
GP,F,17,U,GT3,A,3,2,other,at_home,home,mother,3,2,4,no,yes,yes,yes,no,no,yes,no,5,5,5,3,5,5,30,12,12,15
MS,M,15,R,GT3,A,4,2,other,teacher,home,other,4,3,3,no,yes,yes,no,no,yes,no,yes,4,3,1,2,2,3,23,5,5,8
MS,F,16,R,GT3,T,2,1,teacher,at_home,course,other,1,3,2,no,yes,yes,yes,no,yes,no,no,5,3,3,5,2,1,11,0,1,1
MS,F,20,U,LE3,A,1,4,teacher,health,other,other,1,3,0,yes,yes,yes,yes,yes,yes,no,no,5,5,1,4,1,2,18,17,19,18
MS,M,15,R,LE3,A,0,4,teacher,health,home,other,4,1,2,no,no,no,no,no,yes,yes,yes,4,3,4,1,3,5,29,19,19,19
MS,F,20,R,LE3,T,4,0,other,health,course,father,2,4,4,no,no,yes,no,no,no,no,yes,1,4,3,5,4,5,4,1,0,0
GP,M,17,U,LE3,T,1,1,health,other,reputation,other,2,4,0,no,no,yes,yes,no,yes,no,no,4,4,5,4,3,1,2,17,14,11
MS,M,17,U,LE3,T,3,2,health,health,course,other,3,4,3,yes,no,yes,no,yes,yes,no,yes,2,5,1,4,5,3,28,4,2,1
MS,M,21,U,LE3,T,0,0,services,health,home,mother,4,2,1,no,yes,no,no,yes,yes,no,yes,2,5,1,1,4,4,0,14,16,14
MS,M,18,R,LE3,A,2,3,other,health,course,mother,4,3,4,no,yes,yes,no,no,no,no,no,4,2,4,2,1,2,29,6,6,7
MS,F,19,U,GT3,T,0,2,health,health,course,mother,1,3,3,yes,yes,no,yes,yes,yes,no,no,3,2,3,5,4,3,10,0,0,1
MS,F,19,R,LE3,A,0,3,health,services,other,other,3,1,1,yes,yes,yes,yes,yes,no,yes,yes,1,2,4,4,3,1,28,15,13,13
MS,M,18,R,GT3,T,3,3,health,other,reputation,father,1,2,4,yes,no,yes,no,no,no,yes,yes,1,1,5,5,3,1,24,12,13,14
MS,F,15,R,GT3,A,1,1,health,other,other,mother,2,2,3,yes,no,yes,no,no,no,no,yes,2,1,4,4,2,2,11,14,11,13
MS,F,19,R,GT3,A,3,4,health,teacher,course,father,2,3,0,yes,yes,yes,yes,yes,no,yes,no,4,3,5,4,5,3,25,0,0,0
MS,M,22,U,GT3,T,0,0,services,at_home,reputation,mother,1,1,3,yes,yes,no,no,no,yes,no,yes,5,1,3,4,1,2,6,17,17,14
MS,M,16,U,GT3,A,2,4,at_home,teacher,home,mother,4,3,0,no,yes,no,yes,yes,yes,no,yes,2,2,5,3,3,1,30,0,0,0
GP,F,21,R,LE3,T,2,2,teacher,services,home,father,1,4,2,yes,no,no,yes,no,no,no,yes,5,3,1,3,1,5,15,19,16,18
MS,M,18,R,LE3,A,3,2,at_home,services,course,mother,3,4,3,no,no,yes,yes,no,yes,yes,no,1,4,5,3,3,1,18,12,13,12
GP,M,17,R,GT3,A,4,0,teacher,other,reputation,father,4,1,3,no,yes,yes,yes,yes,no,no,no,2,2,3,5,5,1,16,15,16,13
