school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,16,U,GT3,T,3,4,teacher,services,home,father,4,1,4,no,no,no,yes,no,yes,no,no,4,2,5,1,2,1,21,7,5,4
GP,M,16,U,LE3,T,2,0,other,other,home,mother,4,1,4,yes,yes,no,yes,no,no,yes,yes,1,4,5,2,2,4,24,2,4,3
MS,F,18,R,GT3,A,4,3,teacher,health,course,mother,4,4,2,no,no,yes,yes,no,no,no,yes,4,4,2,1,2,2,3,11,11,12
GP,M,22,U,GT3,T,0,4,at_home,other,reputation,other,3,3,2,yes,no,no,yes,yes,yes,no,yes,3,4,1,1,2,2,20,6,5,5
MS,F,20,R,LE3,T,4,3,at_home,other,other,other,1,2,1,no,no,no,no,no,no,no,no,5,3,1,2,4,4,30,4,2,2
GP,F,20,R,LE3,A,4,1,teacher,services,other,father,4,2,4,yes,no,yes,yes,no,yes,yes,yes,5,1,3,5,3,3,20,0,0,0
MS,F,21,R,LE3,A,2,4,health,other,other,father,1,4,1,no,no,no,no,no,no,yes,yes,3,5,3,5,3,1,29,14,14,15
GP,M,16,R,LE3,A,0,1,health,teacher,home,father,1,3,0,yes,no,no,no,no,yes,no,yes,4,4,3,1,2,5,25,10,11,11
GP,F,15,U,GT3,A,0,4,other,at_home,reputation,mother,2,4,3,no,no,yes,no,no,no,no,yes,1,2,3,4,2,3,5,2,1,0
GP,M,15,U,LE3,A,3,4,health,at_home,other,father,1,1,3,no,yes,no,yes,no,no,no,yes,3,3,1,5,2,2,7,4,5,5
MS,M,21,R,LE3,A,0,0,other,at_home,reputation,father,2,4,1,yes,no,no,no,no,yes,yes,no,4,4,3,1,3,5,1,6,8,8
GP,F,20,R,LE3,T,2,2,services,other,other,father,2,2,4,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,3,4,9,8,7,7
GP,F,19,R,GT3,A,1,0,health,teacher,course,mother,3,3,1,no,no,no,no,yes,yes,yes,no,5,1,1,1,5,4,30,4,4,3
GP,M,16,U,GT3,T,3,3,other,at_home,reputation,other,1,1,3,yes,no,yes,yes,no,no,no,no,2,3,4,1,4,5,20,0,1,2
GP,F,16,R,GT3,T,1,0,at_home,teacher,home,mother,2,1,1,no,no,no,yes,no,yes,yes,no,1,1,3,2,1,4,13,9,7,7
GP,M,20,U,LE3,T,3,3,health,health,reputation,mother,2,2,2,yes,yes,no,yes,yes,yes,yes,yes,3,4,2,1,1,5,24,1,0,0
MS,M,18,U,LE3,T,1,1,services,health,other,mother,2,2,1,no,no,no,no,no,yes,yes,no,2,5,4,3,3,5,14,8,7,7
MS,M,18,R,LE3,T,4,2,health,at_home,other,other,4,2,2,no,yes,no,yes,no,no,yes,no,2,4,4,3,3,5,27,2,3,3
GP,M,18,U,GT3,A,2,0,services,at_home,course,mother,2,4,4,no,yes,no,no,no,no,no,no,2,3,2,5,5,4,4,13,15,15
GP,F,19,U,GT3,A,4,1,services,teacher,course,father,1,2,3,no,yes,yes,no,no,yes,no,no,5,3,5,4,2,5,0,6,7,8
GP,M,22,U,LE3,A,0,2,health,other,home,mother,4,2,3,yes,yes,yes,yes,no,yes,no,yes,4,1,4,2,1,1,8,12,13,13
GP,F,21,R,LE3,T,1,0,services,at_home,reputation,other,3,4,3,yes,no,no,yes,yes,no,no,no,4,2,2,5,1,4,4,14,14,13
GP,M,19,U,LE3,T,3,3,services,other,other,mother,4,4,0,no,yes,yes,no,yes,yes,yes,yes,4,1,2,3,5,1,3,12,14,15
MS,F,16,U,LE3,T,2,2,health,at_home,other,father,2,3,4,yes,no,yes,no,yes,yes,yes,no,4,5,2,1,1,3,29,6,4,4
GP,M,16,U,LE3,A,1,0,health,other,other,father,1,4,4,yes,yes,yes,yes,no,yes,yes,yes,3,5,3,3,5,3,28,0,0,0
GP,F,21,U,GT3,T,3,4,teacher,health,other,mother,1,3,3,yes,yes,no,yes,yes,yes,yes,no,1,2,3,4,1,2,29,10,8,8
GP,F,17,R,GT3,A,1,3,teacher,other,reputation,father,4,3,3,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,1,25,10,9,8
GP,F,20,R,LE3,T,1,0,services,health,course,mother,4,4,1,no,yes,no,no,no,no,yes,no,2,4,3,1,1,2,20,11,12,13
GP,M,19,R,GT3,A,4,2,other,other,reputation,mother,1,3,0,no,no,no,no,no,yes,no,no,5,3,2,2,4,1,14,9,10,9
MS,M,20,U,GT3,A,0,3,teacher,teacher,home,father,3,1,1,yes,no,no,yes,no,yes,no,yes,1,1,4,4,5,5,1,13,11,11
GP,F,15,R,GT3,T,1,4,teacher,teacher,course,other,2,2,1,yes,yes,yes,yes,yes,no,yes,no,4,3,2,5,2,3,19,14,14,13
GP,M,16,U,GT3,A,4,0,health,services,home,other,1,2,2,yes,no,yes,no,no,yes,yes,yes,1,4,3,1,3,4,17,5,6,7
GP,F,17,U,LE3,T,2,0,other,services,course,mother,3,1,4,no,yes,yes,no,no,no,no,no,3,2,5,1,2,1,20,9,11,10
GP,M,18,R,GT3,T,1,3,other,other,home,other,2,1,1,no,no,yes,no,yes,no,no,no,3,4,3,5,5,3,22,3,3,2
GP,M,21,U,GT3,A,1,4,other,other,other,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,4,1,1,4,3,4,14,12,11
MS,F,19,U,LE3,A,1,0,other,services,reputation,father,4,2,4,no,no,no,no,no,no,yes,no,1,5,3,2,2,2,28,2,1,1
GP,F,19,U,GT3,T,2,0,services,services,reputation,father,1,3,4,no,no,no,no,yes,no,yes,no,5,4,1,2,3,2,11,6,5,4
GP,F,20,R,GT3,T,1,0,services,other,reputation,other,4,2,0,no,yes,yes,no,no,yes,yes,no,2,1,4,3,2,5,4,7,7,6
MS,M,17,U,GT3,T,4,1,at_home,at_home,reputation,father,1,4,1,yes,no,yes,yes,yes,yes,yes,yes,3,5,3,1,2,2,1,12,14,13
GP,F,18,U,GT3,T,3,4,at_home,teacher,home,mother,1,1,1,no,no,yes,no,yes,yes,no,no,3,4,1,5,3,3,19,4,5,6
GP,F,15,R,GT3,T,1,1,teacher,at_home,other,father,1,3,2,no,no,no,no,yes,no,yes,yes,5,3,3,2,5,1,29,3,4,4
MS,M,20,U,GT3,T,3,3,teacher,health,home,other,2,1,2,no,yes,no,yes,yes,yes,yes,yes,1,1,4,4,5,4,0,9,10,9
MS,F,17,U,LE3,A,0,4,services,other,reputation,mother,2,4,4,no,no,no,yes,no,yes,yes,no,2,5,3,2,1,1,0,7,7,6
GP,F,16,U,LE3,A,3,2,other,other,other,father,2,2,3,no,yes,no,yes,no,no,no,yes,3,2,5,2,1,1,3,5,6,6
GP,M,21,R,LE3,A,3,1,services,teacher,reputation,father,2,3,2,no,yes,yes,no,no,no,no,no,5,4,4,3,5,4,16,8,9,8
GP,M,19,R,LE3,T,2,3,health,services,home,father,2,4,2,no,no,yes,yes,yes,no,yes,no,4,4,2,5,2,3,22,5,6,7
GP,M,19,U,LE3,T,4,0,services,at_home,course,mother,2,2,1,no,no,no,yes,no,no,no,no,2,3,1,5,3,1,14,2,1,2
GP,F,19,R,LE3,T,1,3,health,teacher,course,father,1,4,3,no,no,yes,no,yes,no,yes,yes,5,4,2,1,1,1,4,5,3,4
MS,M,17,R,GT3,T,1,1,at_home,at_home,other,mother,2,4,3,yes,yes,no,yes,no,no,no,no,5,2,1,5,3,4,8,9,7,6
GP,M,20,U,LE3,A,0,0,teacher,teacher,course,father,4,1,3,no,yes,yes,yes,yes,no,no,yes,1,3,1,3,2,1,11,8,10,10
GP,F,20,U,LE3,A,4,1,at_home,services,other,father,3,1,1,yes,yes,yes,no,no,no,no,no,1,4,4,5,3,1,2,11,10,10
GP,M,18,R,LE3,A,0,0,services,other,other,father,4,1,0,no,no,no,no,yes,yes,yes,no,1,4,1,3,1,3,17,8,7,7
MS,F,20,R,GT3,A,1,4,services,health,course,mother,2,2,2,yes,no,no,yes,yes,no,no,no,5,1,1,3,5,3,29,7,9,9
GP,F,18,U,LE3,A,1,1,at_home,health,other,father,4,2,2,no,yes,no,yes,yes,no,yes,no,3,4,1,2,1,5,14,4,6,7
MS,F,15,R,LE3,T,3,3,at_home,at_home,home,mother,3,2,2,yes,no,no,yes,yes,yes,yes,no,1,2,1,1,2,3,4,7,7,7
GP,F,20,R,GT3,A,0,4,at_home,teacher,other,mother,4,3,4,no,no,no,no,no,no,no,yes,5,5,4,5,2,2,9,2,0,1
MS,F,17,R,LE3,A,2,1,at_home,other,reputation,other,2,2,0,yes,no,yes,yes,no,yes,no,no,4,2,4,1,1,3,15,18,16,15
MS,F,16,U,LE3,A,1,3,teacher,teacher,home,mother,4,3,4,yes,no,no,no,no,yes,yes,no,3,5,5,2,3,4,28,2,1,0
MS,M,22,U,GT3,A,1,4,at_home,at_home,course,other,2,2,0,yes,yes,no,yes,no,no,no,yes,5,2,3,4,5,3,8,13,14,15
GP,M,15,U,LE3,T,0,4,at_home,teacher,home,father,4,1,2,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,2,3,28,6,7,8
GP,F,16,U,LE3,T,4,0,other,other,reputation,mother,4,1,0,no,yes,yes,yes,no,no,yes,no,5,5,2,5,1,5,23,5,5,6
GP,M,21,R,LE3,T,3,3,health,other,home,other,1,2,1,no,yes,no,no,no,no,no,yes,3,2,1,1,1,3,21,11,10,9
MS,M,18,R,GT3,T,0,4,other,teacher,course,mother,4,2,3,no,no,yes,yes,no,no,no,no,1,5,4,4,4,2,21,10,9,9
GP,M,20,U,LE3,A,1,3,at_home,health,reputation,mother,4,4,3,no,yes,yes,no,no,yes,no,no,2,2,5,5,5,5,0,10,12,13
GP,M,16,U,GT3,A,4,3,at_home,at_home,reputation,father,3,4,3,no,yes,yes,no,yes,no,yes,yes,3,1,4,1,4,3,15,13,12,13
GP,F,20,R,GT3,T,4,4,at_home,teacher,home,father,4,1,0,no,yes,yes,yes,no,no,yes,no,5,4,3,4,1,2,20,3,5,4
GP,F,16,U,GT3,T,0,4,at_home,teacher,other,father,2,1,3,no,yes,yes,yes,yes,yes,no,yes,1,5,1,4,2,1,0,8,6,5
MS,F,21,R,LE3,A,4,3,services,health,other,other,3,1,2,no,yes,no,no,no,no,no,no,3,1,4,5,4,2,11,11,11,11
GP,M,20,U,GT3,A,3,4,other,at_home,course,other,2,3,4,yes,no,yes,no,no,yes,no,no,2,4,4,3,5,3,7,0,1,1
MS,M,15,R,LE3,T,3,4,other,health,course,father,2,4,4,no,yes,no,yes,no,no,yes,no,1,5,2,5,3,4,14,0,0,0
GP,M,17,U,LE3,A,3,1,at_home,health,course,father,3,1,1,yes,yes,no,yes,no,no,yes,no,1,2,1,3,3,1,21,6,4,4
GP,M,18,U,LE3,A,4,2,health,health,other,other,3,2,0,yes,yes,yes,yes,no,yes,no,yes,4,3,2,4,3,2,17,12,11,12
MS,F,15,R,GT3,T,4,1,other,services,course,father,3,1,2,no,yes,yes,yes,no,yes,yes,no,3,3,3,3,2,4,22,2,1,1
GP,F,21,R,LE3,T,3,2,at_home,teacher,reputation,mother,3,4,2,no,yes,no,no,yes,yes,no,yes,5,3,5,1,5,4,12,4,6,7
GP,M,18,U,GT3,T,0,1,other,other,course,mother,4,4,0,no,no,yes,no,yes,yes,no,no,2,1,2,2,3,2,26,16,18,17
MS,M,16,R,LE3,T,1,2,other,health,other,father,3,1,1,yes,yes,yes,yes,no,yes,no,no,3,4,4,4,2,5,19,2,2,2
GP,M,19,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,yes,yes,no,yes,no,yes,5,1,4,5,2,4,28,4,5,4
GP,F,21,U,LE3,T,4,3,health,other,reputation,mother,1,2,3,yes,no,no,yes,no,no,no,yes,1,3,2,5,5,4,15,1,1,1
GP,M,18,U,GT3,A,2,0,teacher,health,home,mother,4,2,4,no,yes,yes,no,no,yes,yes,no,5,4,4,4,1,2,20,0,0,1
GP,M,21,R,GT3,A,0,4,health,health,other,other,1,1,0,yes,yes,no,yes,yes,yes,no,yes,2,2,3,4,1,1,17,8,7,6
GP,F,17,R,LE3,T,0,4,health,teacher,other,other,1,4,1,no,yes,yes,yes,no,yes,no,yes,4,5,5,3,4,4,15,5,3,2
MS,F,16,R,LE3,T,3,0,at_home,teacher,other,mother,3,3,0,no,yes,yes,yes,no,yes,no,yes,1,5,1,5,3,3,11,10,11,12
MS,F,21,R,GT3,A,0,4,health,at_home,other,father,1,2,3,no,yes,no,yes,no,yes,no,no,1,2,4,4,4,5,7,1,1,1
GP,M,16,U,GT3,A,0,1,health,health,course,other,4,1,2,no,no,no,yes,no,no,yes,yes,1,3,1,1,4,4,24,2,1,2
GP,M,17,R,LE3,T,4,3,other,at_home,reputation,father,3,4,0,no,no,no,no,no,no,yes,yes,4,5,5,2,1,1,8,16,17,18
GP,M,18,U,GT3,T,1,4,teacher,health,other,mother,4,3,4,yes,no,yes,yes,no,yes,no,yes,5,1,1,5,4,2,4,7,7,7
GP,F,15,U,LE3,A,4,3,teacher,at_home,course,other,4,3,4,no,no,no,yes,no,yes,yes,yes,4,1,1,3,5,4,25,4,4,5
GP,F,15,R,LE3,A,1,2,at_home,health,home,father,2,1,1,no,no,no,no,yes,no,yes,no,5,3,5,4,2,4,29,12,10,9
GP,F,21,U,LE3,T,1,0,at_home,teacher,other,father,3,2,1,yes,no,yes,yes,no,yes,yes,yes,4,5,5,3,3,5,1,5,7,6
GP,M,17,R,GT3,A,4,2,other,health,course,other,4,2,4,yes,yes,no,no,yes,yes,yes,no,3,1,4,3,1,5,22,1,3,2
MS,M,21,U,LE3,T,1,3,teacher,teacher,other,mother,3,3,2,yes,yes,no,no,yes,yes,no,no,2,1,5,2,1,4,19,12,12,13
GP,M,19,R,GT3,T,2,0,other,other,reputation,other,1,4,3,yes,no,yes,no,no,yes,yes,yes,2,5,4,2,4,4,0,10,8,8
GP,M,15,U,GT3,T,1,1,services,teacher,reputation,mother,4,2,1,yes,no,no,no,yes,yes,yes,no,3,3,2,3,5,3,4,12,11,12
MS,F,20,U,GT3,A,3,2,teacher,teacher,other,other,1,3,3,no,yes,no,yes,no,no,no,yes,5,5,5,1,2,4,1,9,8,8
MS,F,15,U,GT3,T,0,0,health,services,other,father,3,2,4,yes,yes,yes,yes,no,no,no,no,5,4,5,2,2,5,11,2,4,4
GP,M,16,U,LE3,T,4,1,services,health,course,other,2,3,0,no,no,yes,yes,no,no,yes,yes,3,5,5,5,2,2,8,10,10,9
MS,M,19,U,GT3,A,2,1,services,health,reputation,father,2,3,2,yes,no,no,yes,no,yes,no,yes,5,5,5,3,5,3,28,6,5,6
MS,M,19,R,LE3,A,4,0,at_home,at_home,course,mother,3,4,0,yes,yes,yes,no,no,yes,no,yes,3,3,5,4,4,5,30,12,13,14
MS,M,15,R,LE3,A,0,3,other,teacher,home,father,4,1,0,yes,yes,no,no,yes,no,no,no,3,4,4,3,1,3,2,16,17,16
GP,M,22,R,GT3,T,1,2,health,services,other,other,3,1,2,no,yes,no,no,no,yes,no,no,3,1,2,3,2,5,13,4,6,7
GP,M,22,U,GT3,T,1,2,teacher,health,course,other,4,4,1,no,no,yes,no,yes,no,yes,no,5,1,4,2,3,5,11,7,5,4
GP,F,22,R,GT3,T,4,1,teacher,services,course,mother,4,4,2,no,no,yes,yes,no,no,no,yes,1,2,4,2,3,3,21,7,9,9
MS,M,18,U,LE3,T,1,1,health,services,other,other,4,1,3,yes,no,yes,yes,no,no,no,no,4,4,4,2,4,2,12,4,5,6
MS,F,22,R,GT3,A,2,4,services,services,reputation,father,3,2,4,no,yes,no,no,no,yes,yes,no,4,4,4,5,4,3,0,3,1,1
MS,M,20,U,GT3,A,2,1,services,teacher,home,father,4,2,1,yes,yes,yes,yes,no,yes,no,no,4,3,5,2,2,3,23,8,7,8
MS,M,20,U,GT3,T,1,1,at_home,at_home,home,other,1,1,2,no,yes,yes,yes,yes,yes,no,no,4,1,1,5,5,5,18,10,10,9
GP,F,20,U,GT3,A,3,3,teacher,services,course,father,4,4,0,no,no,yes,no,no,no,no,no,5,2,5,1,3,2,11,14,16,17
MS,F,16,R,LE3,T,1,0,health,other,reputation,father,4,3,0,no,no,no,yes,no,yes,yes,yes,3,1,3,1,2,1,17,14,12,12
MS,M,22,U,LE3,T,2,3,other,services,reputation,father,4,3,2,yes,yes,yes,no,no,no,yes,yes,2,2,5,4,2,3,2,13,14,14
MS,M,19,U,LE3,T,1,2,teacher,other,reputation,mother,2,3,4,no,yes,no,no,no,yes,no,yes,5,5,5,3,2,1,15,10,10,10
GP,M,16,U,GT3,A,2,4,teacher,at_home,other,father,2,2,4,yes,yes,yes,no,yes,yes,yes,yes,5,1,3,4,2,3,4,8,8,7
GP,M,22,U,LE3,T,1,0,other,services,reputation,father,2,3,0,yes,no,no,yes,yes,yes,yes,no,3,3,2,1,1,3,7,7,5,5
MS,F,22,R,LE3,T,0,4,at_home,services,course,other,3,3,3,no,no,yes,no,no,no,yes,yes,5,5,1,2,4,5,27,9,9,8
GP,M,19,U,LE3,T,3,0,at_home,at_home,home,mother,1,2,1,no,yes,yes,no,yes,no,yes,yes,1,4,3,4,2,4,26,14,15,14
GP,F,19,R,LE3,T,0,2,other,health,reputation,other,3,4,1,yes,no,yes,yes,yes,yes,yes,yes,4,3,5,3,5,4,23,6,5,6
MS,F,17,R,LE3,A,2,1,teacher,services,home,other,2,4,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,4,3,4,30,13,13,12
GP,M,16,R,GT3,A,2,1,teacher,teacher,other,father,3,4,1,yes,no,no,no,no,no,yes,yes,2,4,1,4,2,2,26,11,9,8
GP,M,15,R,GT3,A,3,0,other,other,home,mother,1,2,2,yes,no,no,yes,yes,no,no,yes,5,1,3,4,5,1,30,4,4,4
GP,F,20,U,GT3,A,1,0,other,services,reputation,mother,4,4,0,no,no,no,no,no,yes,yes,no,5,2,2,5,2,5,28,3,5,4
GP,F,20,U,LE3,A,4,4,services,at_home,course,other,4,4,3,no,yes,no,no,no,yes,no,no,3,5,3,5,4,3,4,3,3,4
GP,F,22,R,GT3,A,4,1,other,other,other,father,4,3,0,yes,no,no,yes,no,no,no,yes,1,5,5,4,4,3,10,9,11,11
MS,M,16,R,GT3,A,0,4,at_home,at_home,other,mother,1,1,4,yes,no,yes,yes,yes,no,yes,yes,1,3,5,4,2,2,29,0,0,1
MS,F,19,U,GT3,A,3,4,teacher,other,course,father,1,1,4,yes,no,yes,yes,yes,no,yes,yes,3,2,4,2,3,5,12,6,4,4
MS,M,19,R,LE3,A,1,4,health,at_home,home,other,4,4,2,no,yes,no,yes,yes,no,yes,no,3,5,5,1,1,5,22,8,8,8
MS,F,20,U,LE3,T,2,2,health,other,reputation,mother,4,4,2,no,yes,yes,yes,no,yes,no,no,2,5,3,4,4,5,8,9,7,7
GP,M,20,U,LE3,T,3,3,services,services,home,mother,3,3,0,no,yes,no,yes,yes,no,no,yes,5,2,5,3,5,4,8,14,15,15
MS,M,15,R,LE3,A,2,2,other,services,reputation,other,3,2,3,no,no,yes,no,no,yes,yes,yes,5,3,5,1,4,4,30,3,1,1
GP,M,22,R,LE3,T,0,0,teacher,services,course,father,4,2,2,no,yes,yes,no,no,yes,yes,no,3,4,5,3,4,3,3,6,6,7
MS,M,16,R,GT3,A,3,1,other,services,reputation,mother,2,3,2,no,yes,no,no,no,no,no,yes,4,4,1,2,5,3,20,10,9,9
GP,F,18,R,GT3,T,2,0,at_home,teacher,course,father,4,1,2,no,no,yes,no,yes,no,no,no,1,5,2,4,3,3,22,5,3,3
GP,F,21,U,LE3,T,3,2,other,teacher,home,mother,4,1,3,no,no,yes,no,no,yes,no,no,1,4,2,1,3,5,25,5,7,7
MS,M,18,R,LE3,A,3,1,services,services,other,mother,4,1,3,yes,yes,yes,no,yes,yes,yes,no,1,2,5,1,1,3,6,4,5,5
GP,M,19,U,GT3,A,1,2,at_home,other,other,father,1,3,4,yes,yes,yes,yes,no,yes,no,no,3,5,2,4,1,5,5,5,6,5
MS,M,16,U,GT3,A,4,0,teacher,health,reputation,mother,2,1,2,yes,no,yes,no,yes,yes,no,yes,3,5,3,4,3,4,30,4,5,5
GP,F,20,R,GT3,A,0,0,other,teacher,course,mother,2,4,3,yes,yes,no,yes,yes,yes,yes,yes,4,4,5,3,1,5,24,7,5,5
MS,F,17,U,LE3,A,4,1,health,health,course,father,1,1,0,yes,no,yes,yes,no,yes,yes,yes,5,4,4,3,4,4,1,13,14,15
MS,M,16,U,GT3,A,1,4,services,teacher,other,father,4,1,3,yes,yes,no,yes,yes,no,no,yes,3,1,5,4,5,2,1,3,4,4
MS,M,19,R,GT3,A,0,4,other,teacher,other,mother,3,2,4,yes,no,no,yes,no,yes,yes,no,2,3,1,5,4,1,3,6,6,7
GP,F,21,U,GT3,A,0,3,services,health,home,father,2,1,4,yes,no,yes,no,yes,no,yes,yes,2,1,4,5,1,5,22,7,7,7
GP,F,18,U,GT3,T,4,2,health,other,home,mother,4,3,3,yes,no,yes,no,no,no,no,no,5,2,3,1,1,2,23,3,1,0
GP,F,18,U,GT3,A,4,4,at_home,other,home,mother,3,4,0,no,no,yes,no,yes,yes,yes,no,4,5,4,1,5,3,2,10,11,10
MS,F,21,R,LE3,A,1,1,at_home,at_home,course,mother,4,4,3,no,no,yes,yes,no,no,yes,no,3,5,4,2,1,4,24,3,2,1
GP,M,21,R,GT3,A,2,2,teacher,teacher,course,other,3,1,4,no,no,yes,yes,yes,no,no,yes,3,3,2,4,1,4,19,7,9,10
MS,M,21,U,LE3,T,0,3,other,at_home,other,father,4,3,2,no,no,no,no,yes,no,yes,yes,4,5,2,3,5,3,8,11,10,11
GP,M,21,R,GT3,T,3,3,other,other,reputation,other,4,1,1,yes,no,no,yes,no,no,no,no,5,3,4,1,2,5,18,9,10,9
MS,M,17,R,LE3,T,0,3,health,services,home,mother,4,2,1,yes,no,yes,no,yes,yes,yes,yes,2,1,2,2,5,5,29,5,5,5
GP,M,15,R,GT3,T,0,3,other,services,reputation,mother,3,4,4,no,no,yes,no,yes,yes,no,yes,4,1,1,4,3,3,16,8,8,9
MS,M,18,U,LE3,T,2,1,services,services,course,mother,1,3,1,no,no,no,yes,no,no,yes,no,5,4,5,5,4,5,12,3,1,0
GP,F,16,U,LE3,A,0,0,other,services,other,father,2,2,4,no,no,yes,no,yes,yes,no,yes,3,5,3,4,2,5,26,0,2,2
MS,M,16,R,LE3,T,1,1,other,other,home,father,1,1,2,yes,yes,yes,no,no,no,yes,yes,1,2,2,1,1,4,11,7,7,6
MS,M,22,U,LE3,T,2,3,at_home,health,other,father,1,1,2,yes,no,no,no,no,yes,yes,yes,4,1,4,5,3,3,23,7,6,5
MS,M,17,U,LE3,A,4,0,at_home,teacher,home,father,3,4,4,yes,yes,yes,no,no,yes,no,no,5,1,5,4,1,1,11,0,2,2
MS,M,17,U,LE3,A,0,4,health,teacher,home,other,2,3,1,yes,yes,yes,no,yes,no,yes,no,5,3,5,2,5,1,10,13,13,12
GP,M,18,R,LE3,A,4,1,teacher,at_home,course,father,3,1,2,yes,no,no,yes,no,yes,no,yes,3,5,1,5,5,2,22,0,0,1
MS,M,18,R,GT3,A,1,2,services,health,course,mother,3,3,4,no,no,yes,no,no,no,yes,no,4,3,2,5,1,2,19,7,6,6
GP,M,17,R,GT3,A,0,0,teacher,other,course,mother,1,4,2,no,yes,no,no,yes,no,yes,no,4,2,2,3,3,5,4,4,5,6
GP,F,16,R,LE3,T,2,1,at_home,health,home,other,1,4,1,yes,no,no,yes,no,no,no,no,5,1,1,1,5,3,4,14,13,13
MS,M,19,U,LE3,T,2,4,at_home,at_home,other,father,1,3,1,yes,yes,yes,no,yes,no,no,yes,4,3,1,1,2,2,19,12,14,13
GP,M,19,R,GT3,T,2,2,health,at_home,other,mother,3,3,2,yes,no,yes,yes,yes,no,no,yes,1,4,4,3,3,5,7,12,12,11
MS,F,19,R,LE3,T,2,1,other,at_home,reputation,father,4,2,1,yes,yes,yes,yes,no,yes,no,no,2,2,1,2,2,4,9,5,4,4
MS,M,15,R,LE3,A,1,0,health,health,course,mother,3,1,3,yes,yes,yes,yes,no,yes,yes,no,1,3,3,3,5,4,1,10,8,8
GP,F,19,R,GT3,A,0,0,other,other,reputation,father,3,1,1,no,yes,yes,no,yes,yes,yes,no,1,3,2,3,5,3,29,4,5,4
MS,M,20,R,GT3,T,3,3,health,health,reputation,father,4,2,0,no,yes,no,yes,yes,no,no,yes,3,2,1,1,4,4,30,5,3,3
GP,F,20,R,GT3,A,4,3,at_home,teacher,course,mother,2,4,0,yes,yes,yes,yes,yes,no,no,yes,1,2,5,2,4,5,16,17,15,16
GP,F,19,R,LE3,A,1,4,other,teacher,other,other,4,3,0,no,no,yes,no,yes,no,no,no,5,5,2,4,4,2,16,3,4,3
MS,F,15,U,GT3,A,1,1,at_home,health,course,father,3,1,3,yes,yes,yes,yes,no,no,no,yes,3,3,3,5,5,2,13,4,4,4
MS,M,15,R,GT3,A,3,2,teacher,other,course,father,1,1,3,no,no,no,yes,no,no,no,yes,3,2,1,5,1,4,6,9,7,8
GP,F,20,R,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,no,yes,no,3,5,4,2,1,1,4,9,8,8
MS,M,20,U,LE3,A,2,4,teacher,other,home,other,2,4,3,no,yes,no,yes,no,no,yes,no,2,1,2,3,2,5,7,12,10,9
GP,M,18,R,LE3,A,4,1,teacher,at_home,course,mother,4,4,2,no,no,no,yes,no,yes,no,yes,5,5,4,2,2,3,4,13,14,13
GP,F,17,U,LE3,T,1,2,teacher,services,other,other,4,4,0,yes,no,yes,no,yes,no,yes,yes,5,1,3,1,4,4,13,9,7,6
GP,F,22,R,GT3,A,4,0,other,other,other,mother,4,1,2,yes,no,no,no,no,no,no,yes,1,2,2,3,5,2,8,12,13,12
GP,F,22,U,GT3,T,2,2,teacher,health,home,mother,1,2,3,no,yes,no,yes,yes,no,yes,no,1,1,3,4,1,5,18,0,2,3
GP,M,21,U,GT3,A,3,4,other,health,course,mother,1,2,2,yes,no,yes,yes,yes,yes,yes,yes,3,1,3,1,2,2,10,12,13,14
GP,M,19,R,LE3,A,3,0,other,services,home,father,4,1,2,no,yes,yes,yes,yes,yes,no,no,4,3,3,4,2,2,14,8,10,10
GP,M,19,U,LE3,T,3,2,services,other,other,mother,2,2,4,yes,yes,no,no,yes,yes,no,no,1,1,4,1,2,2,13,7,6,5
GP,M,22,R,LE3,T,0,0,teacher,other,other,other,3,3,3,yes,yes,no,yes,no,yes,no,no,1,1,3,4,3,5,12,11,11,12
MS,M,19,U,GT3,T,1,3,teacher,teacher,home,father,4,1,0,no,no,yes,no,no,no,yes,yes,1,4,5,1,1,1,14,9,10,9
GP,M,15,U,LE3,A,2,2,teacher,services,course,other,4,4,2,yes,yes,yes,no,no,no,no,yes,2,5,1,4,1,2,23,6,5,4
GP,M,17,R,GT3,A,1,3,teacher,other,other,other,4,2,0,no,yes,no,no,yes,no,no,yes,2,5,3,5,4,3,21,9,8,8
MS,M,16,R,LE3,T,2,4,health,teacher,other,other,4,4,0,no,yes,no,no,yes,no,yes,no,4,5,2,1,1,4,4,12,13,14
GP,M,19,R,GT3,A,1,4,other,other,other,mother,1,3,2,no,no,yes,yes,yes,no,yes,no,1,5,4,4,5,2,11,7,9,10
GP,M,15,U,GT3,T,0,0,teacher,teacher,home,mother,3,4,0,no,yes,no,yes,no,no,yes,yes,1,2,1,1,5,5,4,17,19,19
MS,F,21,R,LE3,T,1,0,teacher,services,course,other,1,4,3,yes,no,no,no,no,yes,yes,yes,1,5,5,2,2,1,13,4,6,7
